metric,position,rank_higher,rank_lower,label,average_delta,day_count
overall,OVERALL,1265,1266,Overall1265_vs_Overall1266,0.0,1
overall,OVERALL,1266,1267,Overall1266_vs_Overall1267,8.0,1
overall,OVERALL,1267,1268,Overall1267_vs_Overall1268,0.0,1
overall,OVERALL,1268,1269,Overall1268_vs_Overall1269,0.0,1
overall,OVERALL,1269,1270,Overall1269_vs_Overall1270,13.0,1
overall,OVERALL,1270,1271,Overall1270_vs_Overall1271,0.0,1
overall,OVERALL,1271,1272,Overall1271_vs_Overall1272,0.0,1
overall,OVERALL,1272,1273,Overall1272_vs_Overall1273,3.0,1
overall,OVERALL,1273,1274,Overall1273_vs_Overall1274,0.0,1
overall,OVERALL,1274,1275,Overall1274_vs_Overall1275,0.0,1
overall,OVERALL,1275,1276,Overall1275_vs_Overall1276,2.0,1
overall,OVERALL,1276,1277,Overall1276_vs_Overall1277,0.0,1
overall,OVERALL,1277,1278,Overall1277_vs_Overall1278,0.0,1
overall,OVERALL,1278,1279,Overall1278_vs_Overall1279,1.0,1
overall,OVERALL,1279,1280,Overall1279_vs_Overall1280,0.0,1
overall,OVERALL,1280,1281,Overall1280_vs_Overall1281,0.0,1
overall,OVERALL,1281,1282,Overall1281_vs_Overall1282,5.0,1
overall,OVERALL,1282,1283,Overall1282_vs_Overall1283,0.0,1
overall,OVERALL,1283,1284,Overall1283_vs_Overall1284,0.0,1
overall,OVERALL,1284,1285,Overall1284_vs_Overall1285,4.0,1
overall,OVERALL,1285,1286,Overall1285_vs_Overall1286,0.0,1
overall,OVERALL,1286,1287,Overall1286_vs_Overall1287,0.0,1
overall,OVERALL,1287,1288,Overall1287_vs_Overall1288,12.0,1
overall,OVERALL,1288,1289,Overall1288_vs_Overall1289,0.0,1
overall,OVERALL,1289,1290,Overall1289_vs_Overall1290,0.0,1
overall,OVERALL,1290,1291,Overall1290_vs_Overall1291,5.0,1
overall,OVERALL,1291,1292,Overall1291_vs_Overall1292,0.0,1
overall,OVERALL,1292,1293,Overall1292_vs_Overall1293,0.0,1
overall,OVERALL,1293,1294,Overall1293_vs_Overall1294,1.0,1
overall,OVERALL,1294,1295,Overall1294_vs_Overall1295,0.0,1
overall,OVERALL,1295,1296,Overall1295_vs_Overall1296,0.0,1
overall,OVERALL,1296,1297,Overall1296_vs_Overall1297,3.0,1
overall,OVERALL,1297,1298,Overall1297_vs_Overall1298,0.0,1
overall,OVERALL,1298,1299,Overall1298_vs_Overall1299,0.0,1
overall,OVERALL,1299,1300,Overall1299_vs_Overall1300,1.0,1
overall,OVERALL,1300,1301,Overall1300_vs_Overall1301,0.0,1
overall,OVERALL,1301,1302,Overall1301_vs_Overall1302,0.0,1
overall,OVERALL,1302,1303,Overall1302_vs_Overall1303,0.0,1
overall,OVERALL,1303,1304,Overall1303_vs_Overall1304,0.0,1
overall,OVERALL,1304,1305,Overall1304_vs_Overall1305,0.0,1
overall,OVERALL,1305,1306,Overall1305_vs_Overall1306,32.0,1
overall,OVERALL,1306,1307,Overall1306_vs_Overall1307,0.0,1
overall,OVERALL,1307,1308,Overall1307_vs_Overall1308,0.0,1
overall,OVERALL,1308,1309,Overall1308_vs_Overall1309,5.0,1
overall,OVERALL,1309,1310,Overall1309_vs_Overall1310,0.0,1
overall,OVERALL,1310,1311,Overall1310_vs_Overall1311,0.0,1
overall,OVERALL,1311,1312,Overall1311_vs_Overall1312,3.0,1
overall,OVERALL,1312,1313,Overall1312_vs_Overall1313,0.0,1
overall,OVERALL,1313,1314,Overall1313_vs_Overall1314,0.0,1
overall,OVERALL,1314,1315,Overall1314_vs_Overall1315,18.0,1
overall,OVERALL,1315,1316,Overall1315_vs_Overall1316,0.0,1
overall,OVERALL,1316,1317,Overall1316_vs_Overall1317,0.0,1
overall,OVERALL,1317,1318,Overall1317_vs_Overall1318,12.0,1
overall,OVERALL,1318,1319,Overall1318_vs_Overall1319,0.0,1
overall,OVERALL,1319,1320,Overall1319_vs_Overall1320,0.0,1
overall,OVERALL,1320,1321,Overall1320_vs_Overall1321,0.0,1
overall,OVERALL,1321,1322,Overall1321_vs_Overall1322,0.0,1
overall,OVERALL,1322,1323,Overall1322_vs_Overall1323,0.0,1
overall,OVERALL,1323,1324,Overall1323_vs_Overall1324,8.0,1
overall,OVERALL,1324,1325,Overall1324_vs_Overall1325,0.0,1
overall,OVERALL,1325,1326,Overall1325_vs_Overall1326,0.0,1
overall,OVERALL,1326,1327,Overall1326_vs_Overall1327,2.0,1
overall,OVERALL,1327,1328,Overall1327_vs_Overall1328,0.0,1
overall,OVERALL,1328,1329,Overall1328_vs_Overall1329,0.0,1
overall,OVERALL,1329,1330,Overall1329_vs_Overall1330,11.0,1
overall,OVERALL,1330,1331,Overall1330_vs_Overall1331,0.0,1
overall,OVERALL,1331,1332,Overall1331_vs_Overall1332,0.0,1
overall,OVERALL,1332,1333,Overall1332_vs_Overall1333,7.0,1
overall,OVERALL,1333,1334,Overall1333_vs_Overall1334,0.0,1
overall,OVERALL,1334,1335,Overall1334_vs_Overall1335,0.0,1
overall,OVERALL,1335,1336,Overall1335_vs_Overall1336,4.0,1
overall,OVERALL,1336,1337,Overall1336_vs_Overall1337,0.0,1
overall,OVERALL,1337,1338,Overall1337_vs_Overall1338,0.0,1
overall,OVERALL,1338,1339,Overall1338_vs_Overall1339,8.0,1
overall,OVERALL,1339,1340,Overall1339_vs_Overall1340,0.0,1
overall,OVERALL,1340,1341,Overall1340_vs_Overall1341,0.0,1
overall,OVERALL,1341,1342,Overall1341_vs_Overall1342,5.0,1
overall,OVERALL,1342,1343,Overall1342_vs_Overall1343,0.0,1
overall,OVERALL,1343,1344,Overall1343_vs_Overall1344,0.0,1
overall,OVERALL,1344,1345,Overall1344_vs_Overall1345,11.0,1
overall,OVERALL,1345,1346,Overall1345_vs_Overall1346,0.0,1
overall,OVERALL,1346,1347,Overall1346_vs_Overall1347,0.0,1
overall,OVERALL,1347,1348,Overall1347_vs_Overall1348,74.0,1
overall,OVERALL,1348,1349,Overall1348_vs_Overall1349,0.0,1
overall,OVERALL,1349,1350,Overall1349_vs_Overall1350,0.0,1
positional,QB,1,2,QB1_vs_QB2,145.74,2211
positional,QB,2,3,QB2_vs_QB3,649.88,2211
positional,QB,3,4,QB3_vs_QB4,729.84,2211
positional,QB,4,5,QB4_vs_QB5,415.47,2211
positional,QB,5,6,QB5_vs_QB6,442.48,2211
positional,QB,6,7,QB6_vs_QB7,432.52,2211
positional,QB,7,8,QB7_vs_QB8,332.74,2211
positional,QB,8,9,QB8_vs_QB9,331.56,2211
positional,QB,9,10,QB9_vs_QB10,292.98,2211
positional,QB,10,11,QB10_vs_QB11,249.76,2211
positional,QB,11,12,QB11_vs_QB12,268.4,2211
positional,QB,12,13,QB12_vs_QB13,258.0,2211
positional,QB,13,14,QB13_vs_QB14,225.5,2211
positional,QB,14,15,QB14_vs_QB15,165.4,2211
positional,QB,15,16,QB15_vs_QB16,176.86,2211
positional,QB,16,17,QB16_vs_QB17,154.37,2211
positional,QB,17,18,QB17_vs_QB18,139.65,2211
positional,QB,18,19,QB18_vs_QB19,189.2,2211
positional,QB,19,20,QB19_vs_QB20,240.97,2211
positional,QB,20,21,QB20_vs_QB21,237.86,2211
positional,QB,21,22,QB21_vs_QB22,210.75,2211
positional,QB,22,23,QB22_vs_QB23,198.55,2211
positional,QB,23,24,QB23_vs_QB24,194.51,2211
positional,QB,24,25,QB24_vs_QB25,272.06,2211
positional,QB,25,26,QB25_vs_QB26,223.71,2211
positional,QB,26,27,QB26_vs_QB27,151.62,2211
positional,QB,27,28,QB27_vs_QB28,262.47,2211
positional,QB,28,29,QB28_vs_QB29,185.9,2211
positional,QB,29,30,QB29_vs_QB30,180.7,2211
positional,QB,30,31,QB30_vs_QB31,162.02,2211
positional,QB,31,32,QB31_vs_QB32,157.79,2211
positional,QB,32,33,QB32_vs_QB33,135.87,2211
positional,QB,33,34,QB33_vs_QB34,124.3,2211
positional,QB,34,35,QB34_vs_QB35,83.77,2211
positional,QB,35,36,QB35_vs_QB36,112.36,2211
positional,QB,36,37,QB36_vs_QB37,104.1,2211
positional,QB,37,38,QB37_vs_QB38,83.17,2211
positional,QB,38,39,QB38_vs_QB39,96.6,1990
positional,QB,39,40,QB39_vs_QB40,69.99,1909
positional,QB,40,41,QB40_vs_QB41,68.16,1909
positional,QB,41,42,QB41_vs_QB42,71.44,1909
positional,QB,42,43,QB42_vs_QB43,56.9,1909
positional,QB,43,44,QB43_vs_QB44,59.34,1909
positional,QB,44,45,QB44_vs_QB45,53.81,1909
positional,QB,45,46,QB45_vs_QB46,45.28,1909
positional,QB,46,47,QB46_vs_QB47,74.32,1569
positional,QB,47,48,QB47_vs_QB48,55.23,1569
positional,QB,48,49,QB48_vs_QB49,43.42,1569
positional,QB,49,50,QB49_vs_QB50,48.05,1569
positional,QB,50,51,QB50_vs_QB51,37.43,1569
positional,QB,51,52,QB51_vs_QB52,37.9,1541
positional,QB,52,53,QB52_vs_QB53,82.32,1102
positional,QB,53,54,QB53_vs_QB54,64.02,1045
positional,QB,54,55,QB54_vs_QB55,42.46,1008
positional,QB,55,56,QB55_vs_QB56,29.53,958
positional,QB,56,57,QB56_vs_QB57,34.46,884
positional,QB,57,58,QB57_vs_QB58,43.65,850
positional,QB,58,59,QB58_vs_QB59,78.31,807
positional,QB,59,60,QB59_vs_QB60,31.78,787
positional,QB,60,61,QB60_vs_QB61,25.33,782
positional,QB,61,62,QB61_vs_QB62,25.69,779
positional,QB,62,63,QB62_vs_QB63,31.36,761
positional,QB,63,64,QB63_vs_QB64,33.62,749
positional,QB,64,65,QB64_vs_QB65,27.55,660
positional,QB,65,66,QB65_vs_QB66,53.99,536
positional,QB,66,67,QB66_vs_QB67,39.17,331
positional,QB,67,68,QB67_vs_QB68,43.12,305
positional,QB,68,69,QB68_vs_QB69,26.89,285
positional,QB,69,70,QB69_vs_QB70,28.09,246
positional,QB,70,71,QB70_vs_QB71,39.39,181
positional,QB,71,72,QB71_vs_QB72,27.92,98
positional,QB,72,73,QB72_vs_QB73,43.96,75
positional,QB,73,74,QB73_vs_QB74,167.25,75
positional,QB,74,75,QB74_vs_QB75,44.63,54
positional,QB,75,76,QB75_vs_QB76,277.0,1
positional,QB,76,77,QB76_vs_QB77,0.0,1
positional,QB,77,78,QB77_vs_QB78,0.0,1
positional,QB,78,79,QB78_vs_QB79,195.0,1
positional,QB,79,80,QB79_vs_QB80,0.0,1
positional,QB,80,81,QB80_vs_QB81,0.0,1
positional,QB,81,82,QB81_vs_QB82,15.0,1
positional,QB,82,83,QB82_vs_QB83,0.0,1
positional,QB,83,84,QB83_vs_QB84,0.0,1
positional,QB,84,85,QB84_vs_QB85,311.0,1
positional,QB,85,86,QB85_vs_QB86,0.0,1
positional,QB,86,87,QB86_vs_QB87,0.0,1
positional,QB,87,88,QB87_vs_QB88,128.0,1
positional,QB,88,89,QB88_vs_QB89,0.0,1
positional,QB,89,90,QB89_vs_QB90,0.0,1
positional,QB,90,91,QB90_vs_QB91,5.0,1
positional,QB,91,92,QB91_vs_QB92,0.0,1
positional,QB,92,93,QB92_vs_QB93,0.0,1
positional,QB,93,94,QB93_vs_QB94,170.0,1
positional,QB,94,95,QB94_vs_QB95,0.0,1
positional,QB,95,96,QB95_vs_QB96,0.0,1
positional,QB,96,97,QB96_vs_QB97,76.0,1
positional,QB,97,98,QB97_vs_QB98,0.0,1
positional,QB,98,99,QB98_vs_QB99,0.0,1
positional,QB,99,100,QB99_vs_QB100,133.0,1
positional,QB,100,101,QB100_vs_QB101,0.0,1
positional,QB,101,102,QB101_vs_QB102,0.0,1
positional,QB,102,103,QB102_vs_QB103,39.0,1
positional,QB,103,104,QB103_vs_QB104,0.0,1
positional,QB,104,105,QB104_vs_QB105,0.0,1
positional,QB,105,106,QB105_vs_QB106,383.0,1
positional,QB,106,107,QB106_vs_QB107,0.0,1
positional,QB,107,108,QB107_vs_QB108,0.0,1
positional,QB,108,109,QB108_vs_QB109,72.0,1
positional,QB,109,110,QB109_vs_QB110,0.0,1
positional,QB,110,111,QB110_vs_QB111,0.0,1
positional,QB,111,112,QB111_vs_QB112,146.0,1
positional,QB,112,113,QB112_vs_QB113,0.0,1
positional,QB,113,114,QB113_vs_QB114,0.0,1
positional,QB,114,115,QB114_vs_QB115,120.0,1
positional,QB,115,116,QB115_vs_QB116,0.0,1
positional,QB,116,117,QB116_vs_QB117,0.0,1
positional,QB,117,118,QB117_vs_QB118,45.0,1
positional,QB,118,119,QB118_vs_QB119,0.0,1
positional,QB,119,120,QB119_vs_QB120,0.0,1
positional,QB,120,121,QB120_vs_QB121,122.0,1
positional,QB,121,122,QB121_vs_QB122,0.0,1
positional,QB,122,123,QB122_vs_QB123,0.0,1
positional,QB,123,124,QB123_vs_QB124,33.0,1
positional,QB,124,125,QB124_vs_QB125,0.0,1
positional,QB,125,126,QB125_vs_QB126,0.0,1
positional,QB,126,127,QB126_vs_QB127,37.0,1
positional,QB,127,128,QB127_vs_QB128,0.0,1
positional,QB,128,129,QB128_vs_QB129,0.0,1
positional,QB,129,130,QB129_vs_QB130,12.0,1
positional,QB,130,131,QB130_vs_QB131,0.0,1
positional,QB,131,132,QB131_vs_QB132,0.0,1
positional,QB,132,133,QB132_vs_QB133,104.0,1
positional,QB,133,134,QB133_vs_QB134,0.0,1
positional,QB,134,135,QB134_vs_QB135,0.0,1
positional,QB,135,136,QB135_vs_QB136,24.0,1
positional,QB,136,137,QB136_vs_QB137,0.0,1
positional,QB,137,138,QB137_vs_QB138,0.0,1
positional,QB,138,139,QB138_vs_QB139,60.0,1
positional,QB,139,140,QB139_vs_QB140,0.0,1
positional,QB,140,141,QB140_vs_QB141,0.0,1
positional,QB,141,142,QB141_vs_QB142,32.0,1
positional,QB,142,143,QB142_vs_QB143,0.0,1
positional,QB,143,144,QB143_vs_QB144,0.0,1
positional,QB,144,145,QB144_vs_QB145,195.0,1
positional,QB,145,146,QB145_vs_QB146,0.0,1
positional,QB,146,147,QB146_vs_QB147,0.0,1
positional,QB,147,148,QB147_vs_QB148,156.0,1
positional,QB,148,149,QB148_vs_QB149,0.0,1
positional,QB,149,150,QB149_vs_QB150,0.0,1
positional,QB,150,151,QB150_vs_QB151,68.0,1
positional,QB,151,152,QB151_vs_QB152,0.0,1
positional,QB,152,153,QB152_vs_QB153,0.0,1
positional,QB,153,154,QB153_vs_QB154,4.0,1
positional,QB,154,155,QB154_vs_QB155,0.0,1
positional,QB,155,156,QB155_vs_QB156,0.0,1
positional,QB,156,157,QB156_vs_QB157,19.0,1
positional,QB,157,158,QB157_vs_QB158,0.0,1
positional,QB,158,159,QB158_vs_QB159,0.0,1
positional,QB,159,160,QB159_vs_QB160,8.0,1
positional,QB,160,161,QB160_vs_QB161,0.0,1
positional,QB,161,162,QB161_vs_QB162,0.0,1
positional,QB,162,163,QB162_vs_QB163,24.0,1
positional,QB,163,164,QB163_vs_QB164,0.0,1
positional,QB,164,165,QB164_vs_QB165,0.0,1
positional,QB,165,166,QB165_vs_QB166,7.0,1
positional,QB,166,167,QB166_vs_QB167,0.0,1
positional,QB,167,168,QB167_vs_QB168,0.0,1
positional,QB,168,169,QB168_vs_QB169,76.0,1
positional,QB,169,170,QB169_vs_QB170,0.0,1
positional,QB,170,171,QB170_vs_QB171,0.0,1
positional,QB,171,172,QB171_vs_QB172,17.0,1
positional,QB,172,173,QB172_vs_QB173,0.0,1
positional,QB,173,174,QB173_vs_QB174,0.0,1
positional,QB,174,175,QB174_vs_QB175,6.0,1
positional,QB,175,176,QB175_vs_QB176,0.0,1
positional,QB,176,177,QB176_vs_QB177,0.0,1
positional,QB,177,178,QB177_vs_QB178,17.0,1
positional,QB,178,179,QB178_vs_QB179,0.0,1
positional,QB,179,180,QB179_vs_QB180,0.0,1
positional,QB,180,181,QB180_vs_QB181,2.0,1
positional,QB,181,182,QB181_vs_QB182,0.0,1
positional,QB,182,183,QB182_vs_QB183,0.0,1
positional,QB,183,184,QB183_vs_QB184,55.0,1
positional,QB,184,185,QB184_vs_QB185,0.0,1
positional,QB,185,186,QB185_vs_QB186,0.0,1
positional,QB,186,187,QB186_vs_QB187,10.0,1
positional,QB,187,188,QB187_vs_QB188,0.0,1
positional,QB,188,189,QB188_vs_QB189,0.0,1
positional,QB,189,190,QB189_vs_QB190,4.0,1
positional,QB,190,191,QB190_vs_QB191,0.0,1
positional,QB,191,192,QB191_vs_QB192,0.0,1
positional,QB,192,193,QB192_vs_QB193,42.0,1
positional,QB,193,194,QB193_vs_QB194,0.0,1
positional,QB,194,195,QB194_vs_QB195,0.0,1
positional,QB,195,196,QB195_vs_QB196,2.0,1
positional,QB,196,197,QB196_vs_QB197,0.0,1
positional,QB,197,198,QB197_vs_QB198,0.0,1
positional,QB,198,199,QB198_vs_QB199,13.0,1
positional,QB,199,200,QB199_vs_QB200,0.0,1
positional,QB,200,201,QB200_vs_QB201,0.0,1
positional,QB,201,202,QB201_vs_QB202,42.0,1
positional,QB,202,203,QB202_vs_QB203,0.0,1
positional,QB,203,204,QB203_vs_QB204,0.0,1
positional,QB,204,205,QB204_vs_QB205,12.0,1
positional,QB,205,206,QB205_vs_QB206,0.0,1
positional,QB,206,207,QB206_vs_QB207,0.0,1
positional,QB,207,208,QB207_vs_QB208,59.0,1
positional,QB,208,209,QB208_vs_QB209,0.0,1
positional,QB,209,210,QB209_vs_QB210,0.0,1
positional,QB,210,211,QB210_vs_QB211,54.0,1
positional,QB,211,212,QB211_vs_QB212,0.0,1
positional,QB,212,213,QB212_vs_QB213,0.0,1
positional,RB,1,2,RB1_vs_RB2,801.58,2266
positional,RB,2,3,RB2_vs_RB3,751.51,2266
positional,RB,3,4,RB3_vs_RB4,329.63,2266
positional,RB,4,5,RB4_vs_RB5,374.14,2266
positional,RB,5,6,RB5_vs_RB6,251.54,2266
positional,RB,6,7,RB6_vs_RB7,183.29,2266
positional,RB,7,8,RB7_vs_RB8,174.46,2266
positional,RB,8,9,RB8_vs_RB9,148.31,2266
positional,RB,9,10,RB9_vs_RB10,127.74,2266
positional,RB,10,11,RB10_vs_RB11,94.65,2266
positional,RB,11,12,RB11_vs_RB12,127.84,2266
positional,RB,12,13,RB12_vs_RB13,139.59,2266
positional,RB,13,14,RB13_vs_RB14,133.24,2266
positional,RB,14,15,RB14_vs_RB15,161.31,2266
positional,RB,15,16,RB15_vs_RB16,187.87,2266
positional,RB,16,17,RB16_vs_RB17,156.2,2266
positional,RB,17,18,RB17_vs_RB18,162.41,2266
positional,RB,18,19,RB18_vs_RB19,114.99,2266
positional,RB,19,20,RB19_vs_RB20,132.67,2266
positional,RB,20,21,RB20_vs_RB21,115.48,2266
positional,RB,21,22,RB21_vs_RB22,154.43,2266
positional,RB,22,23,RB22_vs_RB23,161.6,2266
positional,RB,23,24,RB23_vs_RB24,114.26,2266
positional,RB,24,25,RB24_vs_RB25,129.7,2266
positional,RB,25,26,RB25_vs_RB26,93.64,2266
positional,RB,26,27,RB26_vs_RB27,110.73,2266
positional,RB,27,28,RB27_vs_RB28,88.12,2266
positional,RB,28,29,RB28_vs_RB29,88.84,2266
positional,RB,29,30,RB29_vs_RB30,86.48,2266
positional,RB,30,31,RB30_vs_RB31,85.8,2266
positional,RB,31,32,RB31_vs_RB32,98.36,2266
positional,RB,32,33,RB32_vs_RB33,79.79,2266
positional,RB,33,34,RB33_vs_RB34,76.6,2266
positional,RB,34,35,RB34_vs_RB35,76.7,2266
positional,RB,35,36,RB35_vs_RB36,72.91,2266
positional,RB,36,37,RB36_vs_RB37,71.6,2266
positional,RB,37,38,RB37_vs_RB38,71.09,2266
positional,RB,38,39,RB38_vs_RB39,70.89,2260
positional,RB,39,40,RB39_vs_RB40,78.72,2260
positional,RB,40,41,RB40_vs_RB41,91.66,2260
positional,RB,41,42,RB41_vs_RB42,74.29,2260
positional,RB,42,43,RB42_vs_RB43,78.77,2260
positional,RB,43,44,RB43_vs_RB44,76.8,2260
positional,RB,44,45,RB44_vs_RB45,61.25,2260
positional,RB,45,46,RB45_vs_RB46,60.3,2260
positional,RB,46,47,RB46_vs_RB47,54.54,2260
positional,RB,47,48,RB47_vs_RB48,68.94,2260
positional,RB,48,49,RB48_vs_RB49,63.65,2260
positional,RB,49,50,RB49_vs_RB50,58.01,2260
positional,RB,50,51,RB50_vs_RB51,47.08,2260
positional,RB,51,52,RB51_vs_RB52,49.2,1915
positional,RB,52,53,RB52_vs_RB53,52.33,1915
positional,RB,53,54,RB53_vs_RB54,60.41,1915
positional,RB,54,55,RB54_vs_RB55,57.8,1915
positional,RB,55,56,RB55_vs_RB56,45.74,1915
positional,RB,56,57,RB56_vs_RB57,45.31,1915
positional,RB,57,58,RB57_vs_RB58,47.63,1909
positional,RB,58,59,RB58_vs_RB59,64.95,1909
positional,RB,59,60,RB59_vs_RB60,45.59,1909
positional,RB,60,61,RB60_vs_RB61,35.98,1909
positional,RB,61,62,RB61_vs_RB62,37.27,1909
positional,RB,62,63,RB62_vs_RB63,36.81,1909
positional,RB,63,64,RB63_vs_RB64,32.96,1868
positional,RB,64,65,RB64_vs_RB65,26.23,1868
positional,RB,65,66,RB65_vs_RB66,26.14,1569
positional,RB,66,67,RB66_vs_RB67,31.4,1569
positional,RB,67,68,RB67_vs_RB68,30.12,1569
positional,RB,68,69,RB68_vs_RB69,32.45,1569
positional,RB,69,70,RB69_vs_RB70,34.85,1569
positional,RB,70,71,RB70_vs_RB71,30.43,1569
positional,RB,71,72,RB71_vs_RB72,31.31,1569
positional,RB,72,73,RB72_vs_RB73,36.54,1569
positional,RB,73,74,RB73_vs_RB74,34.57,1569
positional,RB,74,75,RB74_vs_RB75,35.59,1564
positional,RB,75,76,RB75_vs_RB76,29.75,1558
positional,RB,76,77,RB76_vs_RB77,30.04,1552
positional,RB,77,78,RB77_vs_RB78,38.77,1538
positional,RB,78,79,RB78_vs_RB79,33.46,1537
positional,RB,79,80,RB79_vs_RB80,34.47,1520
positional,RB,80,81,RB80_vs_RB81,36.68,1520
positional,RB,81,82,RB81_vs_RB82,37.02,1494
positional,RB,82,83,RB82_vs_RB83,37.25,1448
positional,RB,83,84,RB83_vs_RB84,32.61,1448
positional,RB,84,85,RB84_vs_RB85,35.02,1448
positional,RB,85,86,RB85_vs_RB86,36.9,1426
positional,RB,86,87,RB86_vs_RB87,28.91,1412
positional,RB,87,88,RB87_vs_RB88,24.96,1366
positional,RB,88,89,RB88_vs_RB89,23.53,1251
positional,RB,89,90,RB89_vs_RB90,26.87,1184
positional,RB,90,91,RB90_vs_RB91,20.38,1136
positional,RB,91,92,RB91_vs_RB92,25.51,816
positional,RB,92,93,RB92_vs_RB93,30.03,789
positional,RB,93,94,RB93_vs_RB94,24.1,786
positional,RB,94,95,RB94_vs_RB95,21.75,778
positional,RB,95,96,RB95_vs_RB96,19.79,777
positional,RB,96,97,RB96_vs_RB97,16.27,775
positional,RB,97,98,RB97_vs_RB98,16.99,755
positional,RB,98,99,RB98_vs_RB99,19.7,716
positional,RB,99,100,RB99_vs_RB100,18.38,705
positional,RB,100,101,RB100_vs_RB101,24.33,705
positional,RB,101,102,RB101_vs_RB102,26.27,705
positional,RB,102,103,RB102_vs_RB103,28.23,705
positional,RB,103,104,RB103_vs_RB104,29.99,705
positional,RB,104,105,RB104_vs_RB105,33.72,705
positional,RB,105,106,RB105_vs_RB106,41.38,705
positional,RB,106,107,RB106_vs_RB107,19.87,652
positional,RB,107,108,RB107_vs_RB108,26.14,621
positional,RB,108,109,RB108_vs_RB109,38.33,592
positional,RB,109,110,RB109_vs_RB110,27.6,586
positional,RB,110,111,RB110_vs_RB111,25.14,520
positional,RB,111,112,RB111_vs_RB112,33.45,507
positional,RB,112,113,RB112_vs_RB113,24.17,495
positional,RB,113,114,RB113_vs_RB114,20.35,490
positional,RB,114,115,RB114_vs_RB115,60.91,377
positional,RB,115,116,RB115_vs_RB116,22.66,192
positional,RB,116,117,RB116_vs_RB117,34.85,186
positional,RB,117,118,RB117_vs_RB118,30.21,153
positional,RB,118,119,RB118_vs_RB119,29.22,143
positional,RB,119,120,RB119_vs_RB120,25.15,121
positional,RB,120,121,RB120_vs_RB121,20.39,107
positional,RB,121,122,RB121_vs_RB122,29.26,98
positional,RB,122,123,RB122_vs_RB123,42.69,81
positional,RB,123,124,RB123_vs_RB124,21.71,75
positional,RB,124,125,RB124_vs_RB125,20.62,66
positional,RB,125,126,RB125_vs_RB126,88.48,62
positional,RB,126,127,RB126_vs_RB127,102.12,52
positional,RB,127,128,RB127_vs_RB128,0.0,1
positional,RB,128,129,RB128_vs_RB129,0.0,1
positional,RB,129,130,RB129_vs_RB130,19.0,1
positional,RB,130,131,RB130_vs_RB131,0.0,1
positional,RB,131,132,RB131_vs_RB132,0.0,1
positional,RB,132,133,RB132_vs_RB133,109.0,1
positional,RB,133,134,RB133_vs_RB134,0.0,1
positional,RB,134,135,RB134_vs_RB135,0.0,1
positional,RB,135,136,RB135_vs_RB136,2.0,1
positional,RB,136,137,RB136_vs_RB137,0.0,1
positional,RB,137,138,RB137_vs_RB138,0.0,1
positional,RB,138,139,RB138_vs_RB139,11.0,1
positional,RB,139,140,RB139_vs_RB140,0.0,1
positional,RB,140,141,RB140_vs_RB141,0.0,1
positional,RB,141,142,RB141_vs_RB142,62.0,1
positional,RB,142,143,RB142_vs_RB143,0.0,1
positional,RB,143,144,RB143_vs_RB144,0.0,1
positional,RB,144,145,RB144_vs_RB145,70.0,1
positional,RB,145,146,RB145_vs_RB146,0.0,1
positional,RB,146,147,RB146_vs_RB147,0.0,1
positional,RB,147,148,RB147_vs_RB148,23.0,1
positional,RB,148,149,RB148_vs_RB149,0.0,1
positional,RB,149,150,RB149_vs_RB150,0.0,1
positional,RB,150,151,RB150_vs_RB151,93.0,1
positional,RB,151,152,RB151_vs_RB152,0.0,1
positional,RB,152,153,RB152_vs_RB153,0.0,1
positional,RB,153,154,RB153_vs_RB154,11.0,1
positional,RB,154,155,RB154_vs_RB155,0.0,1
positional,RB,155,156,RB155_vs_RB156,0.0,1
positional,RB,156,157,RB156_vs_RB157,28.0,1
positional,RB,157,158,RB157_vs_RB158,0.0,1
positional,RB,158,159,RB158_vs_RB159,0.0,1
positional,RB,159,160,RB159_vs_RB160,9.0,1
positional,RB,160,161,RB160_vs_RB161,0.0,1
positional,RB,161,162,RB161_vs_RB162,0.0,1
positional,RB,162,163,RB162_vs_RB163,4.0,1
positional,RB,163,164,RB163_vs_RB164,0.0,1
positional,RB,164,165,RB164_vs_RB165,0.0,1
positional,RB,165,166,RB165_vs_RB166,67.0,1
positional,RB,166,167,RB166_vs_RB167,0.0,1
positional,RB,167,168,RB167_vs_RB168,0.0,1
positional,RB,168,169,RB168_vs_RB169,6.0,1
positional,RB,169,170,RB169_vs_RB170,0.0,1
positional,RB,170,171,RB170_vs_RB171,0.0,1
positional,RB,171,172,RB171_vs_RB172,111.0,1
positional,RB,172,173,RB172_vs_RB173,0.0,1
positional,RB,173,174,RB173_vs_RB174,0.0,1
positional,RB,174,175,RB174_vs_RB175,51.0,1
positional,RB,175,176,RB175_vs_RB176,0.0,1
positional,RB,176,177,RB176_vs_RB177,0.0,1
positional,RB,177,178,RB177_vs_RB178,20.0,1
positional,RB,178,179,RB178_vs_RB179,0.0,1
positional,RB,179,180,RB179_vs_RB180,0.0,1
positional,RB,180,181,RB180_vs_RB181,44.0,1
positional,RB,181,182,RB181_vs_RB182,0.0,1
positional,RB,182,183,RB182_vs_RB183,0.0,1
positional,RB,183,184,RB183_vs_RB184,13.0,1
positional,RB,184,185,RB184_vs_RB185,0.0,1
positional,RB,185,186,RB185_vs_RB186,0.0,1
positional,RB,186,187,RB186_vs_RB187,79.0,1
